事故類型及型態子類別名稱,發生年度,發生月份,發生日期,處理單位名稱警局層,發生地點,天候名稱,道路類別-第1當事者-名稱,當事者順位,當事者區分-類別-大類別名稱-車種,當事者屬-性-別名稱,當事者事故發生時年齡,肇因研判子類別名稱-主要,肇事逃逸類別名稱-是否肇逃
撞路樹、電桿,2022,3.0,20220318.0,南投縣政府警察局,南投縣仁愛鄉萬豐村投83縣道22.1公里處,陰,鄉道,2.0,,無或物(動物、堆置物),-1.0,不明原因肇事,否
穿越道路中,2022,3.0,20220318.0,臺北市政府警察局,臺北市士林區士東路 / 臺北市士林區芝玉路2段,晴,市區道路,1.0,小客車,男,38.0,超速失控,否
穿越道路中,2022,3.0,20220318.0,臺北市政府警察局,臺北市士林區士東路 / 臺北市士林區芝玉路2段,晴,市區道路,2.0,人,女,65.0,超速失控,否
穿越道路中,2022,3.0,20220318.0,臺北市政府警察局,臺北市士林區士東路 / 臺北市士林區芝玉路2段,晴,市區道路,3.0,人,女,16.0,超速失控,否
穿越道路中,2022,3.0,20220318.0,臺北市政府警察局,臺北市士林區士東路 / 臺北市士林區芝玉路2段,晴,市區道路,4.0,人,女,16.0,超速失控,否
同向通行中,2022,3.0,20220319.0,苗栗縣警察局,苗栗縣苗栗市玉苗里中山路659號前0.0公尺,晴,市區道路,1.0,小客車,男,25.0,酒醉(後)駕駛失控,是
同向通行中,2022,3.0,20220319.0,苗栗縣警察局,苗栗縣苗栗市玉苗里中山路659號前0.0公尺,晴,市區道路,2.0,人,女,76.0,酒醉(後)駕駛失控,否
同向通行中,2022,3.0,20220319.0,苗栗縣警察局,苗栗縣苗栗市玉苗里中山路659號前0.0公尺,晴,市區道路,3.0,小客車,男,47.0,酒醉(後)駕駛失控,否
同向通行中,2022,3.0,20220319.0,苗栗縣警察局,苗栗縣苗栗市玉苗里中山路659號前0.0公尺,晴,市區道路,4.0,小客車,男,59.0,酒醉(後)駕駛失控,否
同向通行中,2022,3.0,20220319.0,苗栗縣警察局,苗栗縣苗栗市玉苗里中山路659號前0.0公尺,晴,市區道路,5.0,,無或物(動物、堆置物),-1.0,酒醉(後)駕駛失控,否
同向通行中,2022,3.0,20220319.0,苗栗縣警察局,苗栗縣苗栗市玉苗里中山路659號前0.0公尺,晴,市區道路,6.0,,無或物(動物、堆置物),-1.0,酒醉(後)駕駛失控,否
撞路樹、電桿,2022,3.0,20220319.0,屏東縣政府警察局,屏東縣新園鄉後厝路3之7號前0.0公尺附近,晴,村里道路,1.0,機車,男,26.0,未注意車前狀態,否
撞路樹、電桿,2022,3.0,20220319.0,屏東縣政府警察局,屏東縣新園鄉後厝路3之7號前0.0公尺附近,晴,村里道路,2.0,,無或物(動物、堆置物),-1.0,未注意車前狀態,否
撞路樹、電桿,2022,3.0,20220319.0,高雄市政府警察局,高雄市岡山區新樂街120號前0.0公尺,陰,市區道路,1.0,機車,男,47.0,未注意車前狀態,否
撞路樹、電桿,2022,3.0,20220319.0,高雄市政府警察局,高雄市岡山區新樂街120號前0.0公尺,陰,市區道路,2.0,,無或物(動物、堆置物),111.0,未注意車前狀態,否
其他,2022,3.0,20220319.0,新北市政府警察局,新北市汐止區福德二路 / 新北市汐止區南陽街,晴,市區道路,1.0,機車,男,48.0,不明原因肇事,否
其他,2022,3.0,20220319.0,新北市政府警察局,新北市汐止區福德二路 / 新北市汐止區南陽街,晴,市區道路,2.0,小客車,女,30.0,不明原因肇事,否
其他,2022,3.0,20220319.0,新北市政府警察局,新北市汐止區福德二路 / 新北市汐止區南陽街,晴,市區道路,3.0,人,女,77.0,不明原因肇事,否
路口交岔撞,2022,3.0,20220319.0,臺中市政府警察局,臺中市大甲區文武里德興路 / 臺中市大甲區文武里仁愛街,晴,市區道路,1.0,機車,女,60.0,未依規定讓車,否
路口交岔撞,2022,3.0,20220319.0,臺中市政府警察局,臺中市大甲區文武里德興路 / 臺中市大甲區文武里仁愛街,晴,市區道路,2.0,小客車,女,37.0,未依規定讓車,否
追撞,2022,3.0,20220319.0,高雄市政府警察局,高雄市苓雅區五福三路145號前0.0公尺,晴,市區道路,1.0,機車,男,39.0,未注意車前狀態,否
追撞,2022,3.0,20220319.0,高雄市政府警察局,高雄市苓雅區五福三路145號前0.0公尺,晴,市區道路,2.0,小貨車(含客、貨兩用),男,58.0,未注意車前狀態,否
追撞,2022,3.0,20220319.0,高雄市政府警察局,高雄市苓雅區五福三路145號前0.0公尺,晴,市區道路,3.0,人,男,5.0,未注意車前狀態,否
其他,2022,3.0,20220319.0,臺中市政府警察局,臺中市南屯區豐樂里文心南七路 / 臺中市南屯區豐樂里豐順街,晴,市區道路,1.0,機車,男,24.0,未依規定讓車,否
其他,2022,3.0,20220319.0,臺中市政府警察局,臺中市南屯區豐樂里文心南七路 / 臺中市南屯區豐樂里豐順街,晴,市區道路,2.0,小客車,男,51.0,未依規定讓車,否
其他,2022,3.0,20220319.0,臺中市政府警察局,臺中市南屯區豐樂里文心南七路 / 臺中市南屯區豐樂里豐順街,晴,市區道路,3.0,小客車,女,34.0,未依規定讓車,否
其他,2022,3.0,20220319.0,臺中市政府警察局,臺中市南屯區豐樂里文心南七路 / 臺中市南屯區豐樂里豐順街,晴,市區道路,4.0,人,男,24.0,未依規定讓車,否
路口交岔撞,2022,3.0,20220319.0,高雄市政府警察局,高雄市鳳山區五甲二路 / 高雄市鳳山區五甲二路,晴,市區道路,1.0,機車,男,76.0,未依規定讓車,否
路口交岔撞,2022,3.0,20220319.0,高雄市政府警察局,高雄市鳳山區五甲二路 / 高雄市鳳山區五甲二路,晴,市區道路,2.0,小貨車(含客、貨兩用),男,22.0,未依規定讓車,否
路口交岔撞,2022,3.0,20220319.0,高雄市政府警察局,高雄市鳳山區五甲二路 / 高雄市鳳山區五甲二路,晴,市區道路,3.0,機車,男,26.0,未依規定讓車,否
撞護欄(樁),2022,3.0,20220319.0,苗栗縣警察局,苗栗縣三義鄉水美13之2號附近道路附近,晴,村里道路,1.0,慢車,女,17.0,未注意車前狀態,否
撞護欄(樁),2022,3.0,20220319.0,苗栗縣警察局,苗栗縣三義鄉水美13之2號附近道路附近,晴,村里道路,2.0,,無或物(動物、堆置物),-1.0,未注意車前狀態,否
追撞,2022,3.0,20220320.0,新北市政府警察局,新北市林口區新北市林口區台15線道後坑35號旁,陰,市區道路,1.0,小客車,男,30.0,酒醉(後)駕駛失控,否
追撞,2022,3.0,20220320.0,新北市政府警察局,新北市林口區新北市林口區台15線道後坑35號旁,陰,市區道路,2.0,慢車,男,31.0,酒醉(後)駕駛失控,否
撞護欄(樁),2022,3.0,20220320.0,嘉義縣警察局,嘉義縣中埔鄉中崙村台3線311.6公里處,晴,省道,1.0,機車,男,24.0,未注意車前狀態,否
撞護欄(樁),2022,3.0,20220320.0,嘉義縣警察局,嘉義縣中埔鄉中崙村台3線311.6公里處,晴,省道,2.0,,無或物(動物、堆置物),-1.0,未注意車前狀態,否
其他,2022,3.0,20220320.0,臺南市政府警察局,臺南市北門區文山里無名道路(佳學高幹319左6)附近,晴,村里道路,1.0,機車,男,55.0,酒醉(後)駕駛失控,否
其他,2022,3.0,20220320.0,臺南市政府警察局,臺南市北門區文山里無名道路(佳學高幹319左6)附近,晴,村里道路,2.0,,無或物(動物、堆置物),-1.0,酒醉(後)駕駛失控,否
對向擦撞,2022,3.0,20220320.0,新竹市警察局,新竹市北區竹港大橋P15處,晴,市區道路,1.0,小客車,男,35.0,變換車道或方向不當,否
對向擦撞,2022,3.0,20220320.0,新竹市警察局,新竹市北區竹港大橋P15處,晴,市區道路,2.0,大貨車,男,50.0,變換車道或方向不當,否
對向擦撞,2022,3.0,20220320.0,新竹市警察局,新竹市北區竹港大橋P15處,晴,市區道路,3.0,小客車,男,26.0,變換車道或方向不當,否
撞非固定設施,2022,3.0,20220321.0,高雄市政府警察局,高雄市左營區城峰路海勝006路燈號前0.0公尺,雨,市區道路,1.0,機車,女,68.0,未注意車前狀態,否
撞非固定設施,2022,3.0,20220321.0,高雄市政府警察局,高雄市左營區城峰路海勝006路燈號前0.0公尺,雨,市區道路,2.0,,無或物(動物、堆置物),111.0,未注意車前狀態,否
側撞,2022,3.0,20220321.0,臺南市政府警察局,臺南市永康區永華路口 / 臺南市永康區永榮二街口,晴,市區道路,1.0,大貨車,男,50.0,未依規定讓車,否
側撞,2022,3.0,20220321.0,臺南市政府警察局,臺南市永康區永華路口 / 臺南市永康區永榮二街口,晴,市區道路,2.0,機車,男,75.0,未依規定讓車,否
側撞,2022,3.0,20220321.0,雲林縣警察局,雲林縣大埤鄉大埤路543號前(中油加油站),晴,其他,1.0,小貨車(含客、貨兩用),男,58.0,未依規定讓車,否
側撞,2022,3.0,20220321.0,雲林縣警察局,雲林縣大埤鄉大埤路543號前(中油加油站),晴,其他,2.0,機車,男,24.0,未依規定讓車,否
側撞,2022,3.0,20220321.0,雲林縣警察局,雲林縣大埤鄉大埤路543號前(中油加油站),晴,其他,3.0,小客車,女,34.0,未依規定讓車,否
穿越道路中,2022,3.0,20220321.0,高雄市政府警察局,高雄市橋頭區典昌路 / 高雄市橋頭區典昌街,晴,市區道路,1.0,機車,男,26.0,未注意車前狀態,否
穿越道路中,2022,3.0,20220321.0,高雄市政府警察局,高雄市橋頭區典昌路 / 高雄市橋頭區典昌街,晴,市區道路,2.0,人,女,71.0,未注意車前狀態,否
對撞,2022,3.0,20220321.0,國道公路警察局,高雄市岡山區國道1號 348公里900.0公尺處南側向內側,晴,國道,1.0,機車,男,77.0,違反特定標誌(線)禁制,否
對撞,2022,3.0,20220321.0,國道公路警察局,高雄市岡山區國道1號 348公里900.0公尺處南側向內側,晴,國道,2.0,小客車,男,37.0,違反特定標誌(線)禁制,否
對撞,2022,3.0,20220321.0,國道公路警察局,高雄市岡山區國道1號 348公里900.0公尺處南側向內側,晴,國道,3.0,,無或物(動物、堆置物),-1.0,違反特定標誌(線)禁制,否
對撞,2022,3.0,20220321.0,國道公路警察局,高雄市岡山區國道1號 348公里900.0公尺處南側向內側,晴,國道,4.0,人,女,41.0,違反特定標誌(線)禁制,否
其他,2022,3.0,20220322.0,臺東縣警察局,臺東縣臺東市台11線 164公里200.0公尺處北側,陰,省道,1.0,機車,女,21.0,其他引起事故之違規或不當行為,否
其他,2022,3.0,20220322.0,臺東縣警察局,臺東縣臺東市台11線 164公里200.0公尺處北側,陰,省道,2.0,,無或物(動物、堆置物),-1.0,其他引起事故之違規或不當行為,否
同向通行中,2022,3.0,20220322.0,臺中市政府警察局,臺中市霧峰區四德里四德北路75號前0.0公尺,晴,市區道路,1.0,機車,男,72.0,未注意車前狀態,否
同向通行中,2022,3.0,20220322.0,臺中市政府警察局,臺中市霧峰區四德里四德北路75號前0.0公尺,晴,市區道路,2.0,人,女,66.0,未注意車前狀態,否
側撞,2022,3.0,20220322.0,花蓮縣警察局,花蓮縣吉安鄉中央路3段口 / 花蓮縣吉安鄉建昌路,陰,村里道路,1.0,小客車,女,54.0,未依規定讓車,否
側撞,2022,3.0,20220322.0,花蓮縣警察局,花蓮縣吉安鄉中央路3段口 / 花蓮縣吉安鄉建昌路,陰,村里道路,2.0,機車,男,33.0,未依規定讓車,否
側撞,2022,3.0,20220322.0,花蓮縣警察局,花蓮縣吉安鄉中央路3段口 / 花蓮縣吉安鄉建昌路,陰,村里道路,3.0,小客車,男,25.0,未依規定讓車,否
追撞,2022,3.0,20220322.0,嘉義縣警察局,嘉義縣六腳鄉灣南村灣內31號之5前,晴,鄉道,1.0,小貨車(含客、貨兩用),男,43.0,未注意車前狀態,否
追撞,2022,3.0,20220322.0,嘉義縣警察局,嘉義縣六腳鄉灣南村灣內31號之5前,晴,鄉道,2.0,慢車,女,73.0,未注意車前狀態,否
其他,2022,3.0,20220322.0,臺南市政府警察局,臺南市新化區北勢里省道臺39線北側 / 臺南市新化區北勢里北勢路西側,晴,省道,1.0,特種車,男,61.0,未依規定讓車,否
其他,2022,3.0,20220322.0,臺南市政府警察局,臺南市新化區北勢里省道臺39線北側 / 臺南市新化區北勢里北勢路西側,晴,省道,2.0,機車,男,35.0,未依規定讓車,否
對向擦撞,2022,3.0,20220322.0,苗栗縣警察局,苗栗縣造橋鄉台1線 105公里200.0公尺處南側,陰,省道,1.0,曳引車,男,55.0,左轉彎未依規定,否
對向擦撞,2022,3.0,20220322.0,苗栗縣警察局,苗栗縣造橋鄉台1線 105公里200.0公尺處南側,陰,省道,2.0,小客車,男,31.0,左轉彎未依規定,否
對向擦撞,2022,3.0,20220322.0,苗栗縣警察局,苗栗縣造橋鄉台1線 105公里200.0公尺處南側,陰,省道,3.0,人,女,30.0,左轉彎未依規定,否
路口交岔撞,2022,3.0,20220322.0,屏東縣政府警察局,屏東縣竹田鄉新勢路與竹南路口,晴,村里道路,1.0,機車,男,67.0,未依規定讓車,否
路口交岔撞,2022,3.0,20220322.0,屏東縣政府警察局,屏東縣竹田鄉新勢路與竹南路口,晴,村里道路,2.0,小客車,男,51.0,未依規定讓車,否
同向擦撞,2022,3.0,20220322.0,高雄市政府警察局,高雄市仁武區澄觀路口 / 高雄市仁武區仁林路口,晴,市區道路,1.0,曳引車,男,34.0,未注意車前狀態,否
同向擦撞,2022,3.0,20220322.0,高雄市政府警察局,高雄市仁武區澄觀路口 / 高雄市仁武區仁林路口,晴,市區道路,2.0,機車,女,62.0,未注意車前狀態,否
側撞,2022,3.0,20220323.0,屏東縣政府警察局,屏東縣高樹鄉世一路(電桿泰南幹38),雨,村里道路,1.0,小貨車(含客、貨兩用),男,45.0,酒醉(後)駕駛失控,否
側撞,2022,3.0,20220323.0,屏東縣政府警察局,屏東縣高樹鄉世一路(電桿泰南幹38),雨,村里道路,2.0,機車,女,60.0,酒醉(後)駕駛失控,否
側撞,2022,3.0,20220323.0,屏東縣政府警察局,屏東縣高樹鄉世一路(電桿泰南幹38),雨,村里道路,3.0,小客車,男,50.0,酒醉(後)駕駛失控,否
同向擦撞,2022,3.0,20220323.0,桃園市政府警察局,桃園市平鎮區三興路東勢段47-7號前0.0公尺,雨,市區道路,1.0,機車,男,44.0,違反特定標誌(線)禁制,否
同向擦撞,2022,3.0,20220323.0,桃園市政府警察局,桃園市平鎮區三興路東勢段47-7號前0.0公尺,雨,市區道路,2.0,曳引車,男,58.0,違反特定標誌(線)禁制,否
追撞,2022,3.0,20220323.0,彰化縣警察局,彰化縣彰化市磚󿾨里彰草路 / 彰化縣彰化市磚󿾨里彰草路,雨,村里道路,1.0,機車,男,32.0,未依規定減速,否
追撞,2022,3.0,20220323.0,彰化縣警察局,彰化縣彰化市磚󿾨里彰草路 / 彰化縣彰化市磚󿾨里彰草路,雨,村里道路,2.0,大貨車,男,39.0,未依規定減速,否
側撞,2022,3.0,20220323.0,桃園市政府警察局,桃園市大園區中正東路3段口 / 桃園市大園區中正東路3段口,雨,市區道路,1.0,機車,男,68.0,左轉彎未依規定,否
側撞,2022,3.0,20220323.0,桃園市政府警察局,桃園市大園區中正東路3段口 / 桃園市大園區中正東路3段口,雨,市區道路,2.0,小客車,男,51.0,左轉彎未依規定,否
衝出路外,2022,3.0,20220323.0,屏東縣政府警察局,屏東縣新園鄉媽祖路418號,雨,村里道路,1.0,機車,男,32.0,酒醉(後)駕駛失控,否
衝出路外,2022,3.0,20220323.0,屏東縣政府警察局,屏東縣新園鄉媽祖路418號,雨,村里道路,2.0,,無或物(動物、堆置物),-1.0,酒醉(後)駕駛失控,否
其他,2022,3.0,20220323.0,新北市政府警察局,新北市新莊區新北大道4段 / 新北市新莊區中環路3段,雨,市區道路,1.0,小客車,男,49.0,違反號誌管制或指揮,否
其他,2022,3.0,20220323.0,新北市政府警察局,新北市新莊區新北大道4段 / 新北市新莊區中環路3段,雨,市區道路,2.0,機車,男,33.0,違反號誌管制或指揮,否
追撞,2022,3.0,20220324.0,國道公路警察局,高雄市路竹區國道1號 341公里200.0公尺處南側向外側,雨,國道,1.0,大貨車,男,49.0,未注意車前狀態,否
追撞,2022,3.0,20220324.0,國道公路警察局,高雄市路竹區國道1號 341公里200.0公尺處南側向外側,雨,國道,2.0,大貨車,男,65.0,未注意車前狀態,否
追撞,2022,3.0,20220324.0,國道公路警察局,高雄市路竹區國道1號 341公里200.0公尺處南側向外側,雨,國道,3.0,,無或物(動物、堆置物),-1.0,未注意車前狀態,否
撞號誌、標誌桿,2022,3.0,20220324.0,高雄市政府警察局,高雄市三民區中華二路口 / 高雄市三民區中華橫巷口,晴,市區道路,1.0,機車,男,30.0,未注意車前狀態,否
撞號誌、標誌桿,2022,3.0,20220324.0,高雄市政府警察局,高雄市三民區中華二路口 / 高雄市三民區中華橫巷口,晴,市區道路,2.0,,無或物(動物、堆置物),111.0,未注意車前狀態,否
穿越道路中,2022,3.0,20220324.0,臺中市政府警察局,臺中市大肚區山陽里沙田路三段 / 臺中市大肚區山陽里沙田路三段,雨,市區道路,1.0,人,男,81.0,穿越道路未注意左右來車,否
穿越道路中,2022,3.0,20220324.0,臺中市政府警察局,臺中市大肚區山陽里沙田路三段 / 臺中市大肚區山陽里沙田路三段,雨,市區道路,2.0,小貨車(含客、貨兩用),男,49.0,穿越道路未注意左右來車,否
撞路樹、電桿,2022,3.0,20220324.0,臺南市政府警察局,臺南市安南區城西街2段588號西側,陰,市區道路,1.0,機車,女,45.0,不明原因肇事,否
撞路樹、電桿,2022,3.0,20220324.0,臺南市政府警察局,臺南市安南區城西街2段588號西側,陰,市區道路,2.0,,無或物(動物、堆置物),-1.0,不明原因肇事,否
側撞,2022,3.0,20220325.0,臺中市政府警察局,臺中市大里區祥興里大智路563號前0.0公尺,陰,市區道路,1.0,機車,女,65.0,變換車道或方向不當,否
側撞,2022,3.0,20220325.0,臺中市政府警察局,臺中市大里區祥興里大智路563號前0.0公尺,陰,市區道路,2.0,小客車,男,24.0,變換車道或方向不當,是
